sample,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70#0,feature_71#0,feature_72#0,feature_73#0,feature_74#0,feature_75#0,feature_76#0,feature_77#0,feature_78#0,feature_79#0,feature_80#1,feature_81#1,feature_82#1,feature_83#1,feature_84#1,feature_85#1,feature_86#1,feature_87#1,feature_88#1,feature_89#1,feature_90#2,feature_91#2,feature_92#2,feature_93#2,feature_94#2,feature_95#2,feature_96#2,feature_97#2,feature_98#2,feature_99#2,status
sample_74,0.684304001,0.068152251,0.130210914,0.286851108,0.448305619,0.165386006,0.059170129,0.026766465,0.134291496,0.208335713,0.708564699,0.033945182,0.374711282,0.658137373,0.596983437,0.057281233,0.007763886,0.930199584,0.536514341,0.268549818,0.471374218,0.60889994,0.252344923,0.881131712,0.421599646,0.125576242,0.549109857,0.327186124,0.482284742,0.719264845,0.690244274,0.526991774,0.013431207,0.212728924,0.940913341,0.803834597,0.588063914,0.775369047,0.96153278,0.381612584,0.220438068,0.057064589,0.931398475,0.342140374,0.366711807,0.364945192,0.267058241,0.131119606,0.120689737,0.776305007,0.31884323,0.802233948,0.589383047,0.417891433,0.154051089,0.135307841,0.790474412,0.658428511,0.453710287,0.422509926,0.267023065,0.485944321,0.71928178,0.366792226,0.92360421,0.550348964,0.282069251,0.641489129,0.006099294,0.835516569,0.333766972,0.399380698,0.871544401,0.970725466,0.652839694,0.659925444,0.624692577,0.593240372,0.746028922,0.310208641,0.970414649,0.605177457,0.169398929,0.444991487,0.138958891,0.449677466,0.932758403,0.441268496,0.674203232,0.188958528,0.533347336,0.080572634,0.914507895,0.27631564,0.680401668,0.661566332,0.495319283,0.480751601,0.649414096,0.324660931,0
sample_75,0.530272163,0.433766996,0.794505985,0.439201139,0.482644636,0.109369315,0.221673604,0.615022632,0.811573236,0.505336681,0.861233233,0.461898233,0.678589817,0.897983525,0.146615585,0.114711263,0.186031965,0.84716397,0.816978966,0.803368642,0.273481315,0.602280547,0.596455657,0.379625995,0.003189284,0.1093008,0.494274045,0.021902214,0.515152482,0.665073206,0.340968411,0.647837653,0.17891617,0.364563314,0.44850241,0.351820559,0.623292283,0.56055229,0.409389716,0.178855927,0.668303755,0.203000733,0.038175686,0.533161277,0.484390148,0.760132224,0.162354639,0.425227625,0.823442638,0.743303959,0.714233211,0.966555799,0.141668016,0.234756614,0.154521076,0.85173941,0.710479101,0.997858482,0.736378884,0.871138338,0.226602339,0.236690423,0.603295382,0.97861558,0.224645937,0.203998638,0.442916972,0.772151429,0.23466509,0.217146573,0.014541706,0.62308007,0.047755928,0.794313704,0.972681099,0.443261932,0.991205077,0.396060577,0.71404475,0.567714382,0.565294831,0.564016429,0.258335001,0.923778986,0.004943404,0.839537274,0.182550362,0.433784146,0.289465424,0.733417077,0.63982585,0.094085271,0.083110241,0.480787723,0.625627106,0.617468126,0.334133298,0.265348131,0.578272665,0.878080327,1
sample_76,0.560678996,0.838549772,0.810591843,0.848083769,0.077089407,0.176046833,0.214893543,0.297805659,0.016178225,0.944345537,0.08126392,0.403934116,0.532064832,0.059708439,0.237057655,0.167856601,0.662582822,0.413862499,0.029342596,0.90300402,0.79360187,0.392786851,0.713805251,0.376536361,0.748354341,0.805086524,0.191883385,0.147154917,0.196743726,0.373101341,0.624111704,0.406832628,0.21262735,0.035180015,0.353449269,0.7374959,0.941979954,0.148923477,0.569765997,0.75883634,0.842561697,0.386720152,0.560449559,0.506860548,0.819176675,0.407823388,0.748590135,0.061289243,0.644196451,0.561741918,0.036007695,0.243109874,0.408734846,0.69003699,0.965890609,0.59578436,0.872322175,0.791885762,0.713816353,0.402624954,0.011600085,0.567847551,0.521716214,0.047483855,0.517891718,0.646830604,0.674454318,0.328699844,0.684234127,0.08922135,0.351181415,0.196187132,0.334131488,0.028462044,0.454186936,0.515055638,0.234542803,0.162059488,0.051108105,0.937901967,0.25055927,0.81984244,0.80568072,0.600467436,0.713888426,0.893362456,0.220290805,0.699431744,0.016489121,0.255854713,0.024087381,0.530340127,0.9104163,0.243489365,0.354042006,0.875540753,0.119363041,0.403538127,0.804604918,0.417693822,0
sample_77,0.539613577,0.196055868,0.819035813,0.045105169,0.756926658,0.186636484,0.60826395,0.897747658,0.169623064,0.236238331,0.304549222,0.254294967,0.818345767,0.181871936,0.615172033,0.519845402,0.535527599,0.899876858,0.210687635,0.878615096,0.349125732,0.014566743,0.303718773,0.95679685,0.179500864,0.82053577,0.700509771,0.64631383,0.899981323,0.676675873,0.918372851,0.854645596,0.63807628,0.060987592,0.556219904,0.477122975,0.997346347,0.965957597,0.320431414,0.389665922,0.693382739,0.396744828,0.087228491,0.857550219,0.458511751,0.941006567,0.030930489,0.068346918,0.401977167,0.045060229,0.472780771,0.843709933,0.993469602,0.123430642,0.7533024,0.157326343,0.940191926,0.291313219,0.985073174,0.402652397,0.331881627,0.975004625,0.178784186,0.77490695,0.674119528,0.438949753,0.868935245,0.177342868,0.260767626,0.275088576,0.415464688,0.44645002,0.097096985,0.624212049,0.14938339,0.360608568,0.704835204,0.267941738,0.779998852,0.678265929,0.719238145,0.769387251,0.894231543,0.67395987,0.981898535,0.472605749,0.300431737,0.383877653,0.065305042,0.80070577,0.805148904,0.206419405,0.574818521,0.941955043,0.852476703,0.431786256,0.210489863,0.882641282,0.054867729,0.69398627,1
sample_78,0.431297466,0.121607257,0.782399776,0.163375449,0.23222606,0.015316172,0.005627848,0.889186492,0.002638376,0.952072537,0.155289499,0.63942259,0.988850261,0.301168213,0.019291194,0.953739606,0.077414428,0.288556825,0.910174633,0.820662495,0.899063008,0.552532181,0.559705246,0.789918873,0.834901642,0.640794159,0.630361488,0.265884249,0.001383617,0.070850631,0.724105233,0.486056206,0.630552594,0.741170764,0.974783158,0.401556662,0.472602861,0.129483658,0.884274053,0.021232446,0.75451033,0.454603473,0.749237644,0.343466774,0.105389454,0.215817023,0.885654399,0.302322023,0.779720864,0.496999719,0.401384199,0.549783218,0.816994491,0.771962348,0.871688039,0.265112506,0.139549408,0.783325122,0.013441136,0.654242755,0.103367668,0.371917258,0.650610836,0.043331771,0.400146153,0.556746061,0.244586842,0.230203303,0.498612026,0.036876264,0.531614562,0.509878153,0.768966922,0.568645291,0.888019641,0.371485688,0.92952568,0.195999494,0.177339284,0.751988378,0.857889572,0.913511532,0.882340476,0.681337337,0.887004848,0.155656468,0.189936792,0.896424082,0.224501855,0.978787024,0.641099646,0.349915346,0.428758732,0.416889611,0.823310419,0.992354609,0.925763248,0.378660303,0.581773581,0.20555552,0
sample_79,0.577392674,0.295450825,0.996596605,0.046194071,0.586606359,0.889868794,0.902127141,0.977523645,0.452196096,0.001414075,0.916278054,0.584713963,0.623693571,0.419028928,0.047806845,0.142259567,0.95582972,0.603260397,0.469773069,0.269345629,0.617111425,0.410366992,0.205407221,0.099693143,0.883298109,0.160495567,0.764822272,0.400745341,0.462572141,0.928386915,0.105652085,0.043026588,0.810097655,0.30285736,0.650448829,0.210987543,0.812874811,0.28375141,0.066476926,0.467656401,0.631858498,0.353077026,0.725117345,0.843809506,0.054439892,0.237107136,0.607607828,0.10399356,0.909727901,0.29574016,0.535885915,0.487314082,0.70047759,0.811588906,0.104785247,0.477246935,0.690198362,0.958128531,0.237715807,0.759580275,0.535888803,0.566488389,0.026355591,0.178628947,0.23049572,0.863664728,0.276503394,0.17235195,0.707151561,0.050380159,0.389000658,0.126384133,0.720198064,0.009629314,0.924061895,0.018057006,0.693856984,0.322352125,0.004838495,0.625728131,0.00976907,0.40425384,0.260194978,0.950907415,0.269010306,0.978959866,0.856060462,0.726830446,0.358171633,0.942675522,0.230296448,0.833681529,0.627364941,0.597521645,0.056841209,0.234679778,0.450171115,0.375319236,0.482503752,0.734254842,1
sample_80,0.26600186,0.976004282,0.534263126,0.308117109,0.377382928,0.826465392,0.643555679,0.601887589,0.226902197,0.130634648,0.559154521,0.536329755,0.290091379,0.085884103,0.896016689,0.216812063,0.829428285,0.301314476,0.719626893,0.273410582,0.773102659,0.708693252,0.455132378,0.313778456,0.468465552,0.834587931,0.765922768,0.811039902,0.007004428,0.921498751,0.238875402,0.479948991,0.053243623,0.734074628,0.698877563,0.708780947,0.80414737,0.728410008,0.139074339,0.331544934,0.817590707,0.063576464,0.328946296,0.527257302,0.820354589,0.536873118,0.189682971,0.213581434,0.258867309,0.69953409,0.434407592,0.240998892,0.774777089,0.316054614,0.034080512,0.493046004,0.106694551,0.452440202,0.055249092,0.855149701,0.733669345,0.713084635,0.891527409,0.635407592,0.278274833,0.940613415,0.264832166,0.200118063,0.063797153,0.791343045,0.06460425,0.772333314,0.646740045,0.489060404,0.455636165,0.447185515,0.141611882,0.037201102,0.842103223,0.50207089,0.865243121,0.990058218,0.624290706,0.924852509,0.299175053,0.701969414,0.576210277,0.951124626,0.202764968,0.664328394,0.418441878,0.10142753,0.80562915,0.991199218,0.179591763,0.805277105,0.870400755,0.65994605,0.238568803,0.717609877,0
sample_81,0.02769391,0.551459462,0.538521617,0.220503863,0.956995196,0.63892425,0.855901446,0.041054453,0.343568061,0.13938365,0.408640146,0.545640598,0.031082084,0.700584802,0.971494271,0.988621702,0.803025007,0.450769875,0.869375462,0.88399249,0.560698369,0.912549615,0.856223652,0.577745287,0.014930057,0.366692852,0.138760661,0.455993642,0.263172698,0.736306584,0.820982182,0.292143631,0.04782777,0.28481095,0.105070226,0.193764965,0.643915149,0.753101134,0.407741405,0.765597761,0.12139381,0.27935503,0.68515039,0.071452315,0.836882066,0.103670025,0.642394172,0.063858311,0.752891454,0.982236486,0.229142586,0.377811698,0.83049391,0.002417818,0.479518153,0.526682953,0.725660828,0.909892384,0.623926264,0.591972401,0.196212889,0.088294496,0.530189417,0.360045581,0.083356346,0.789653367,0.294113792,0.601433705,0.536847726,0.286480886,0.118017946,0.515585001,0.474431322,0.278805221,0.299574883,0.119431092,0.450288217,0.791843491,0.744391851,0.937853495,0.9132719,0.347948678,0.4137472,0.454489413,0.551304429,0.717374358,0.268046186,0.769108666,0.288366334,0.282425723,0.167561891,0.143719283,0.496522289,0.065056964,0.077510161,0.628974157,0.426207566,0.726471149,0.082000078,0.454436009,0
sample_82,0.510679193,0.163332528,0.731032761,0.559582813,0.621476493,0.631129791,0.857708744,0.653699679,0.867205351,0.586927351,0.844589189,0.214760311,0.191334243,0.220916382,0.177819429,0.338872523,0.799561615,0.046594721,0.531183012,0.142823262,0.350854839,0.544358047,0.721703935,0.480009683,0.339908857,0.761502136,0.138846314,0.846893593,0.804033545,0.2265666,0.415877327,0.306180055,0.26893124,0.577027455,0.446032732,0.260754957,0.637408673,0.119599971,0.507086663,0.599865691,0.012272313,0.816281349,0.561127671,0.962757288,0.807628796,0.480803368,0.046583844,0.383449742,0.493334695,0.833541277,0.998550534,0.74677382,0.353030402,0.792102312,0.949183539,0.512947244,0.250391202,0.572293764,0.570254635,0.597791905,0.79031823,0.16711729,0.155147797,0.419762457,0.335763462,0.243841932,0.37307323,0.776700162,0.822038038,0.616583429,0.232060731,0.185120625,0.108352521,0.918425582,0.451972557,0.175649763,0.281064917,0.743821143,0.100056011,0.735703489,0.062928129,0.191193863,0.412844325,0.816502435,0.437290633,0.893055183,0.153712674,0.117527808,0.498980556,0.022169073,0.024981121,0.348225762,0.346226344,0.801790287,0.135497675,0.99696185,0.064833042,0.121916718,0.444302527,0.9224781,0
sample_83,0.776238172,0.429506436,0.500743696,0.754632122,0.035691684,0.56656515,0.472709372,0.368534632,0.995129509,0.438512137,0.484118145,0.488429988,0.466061756,0.591893695,0.797102617,0.662938498,0.415179788,0.067138473,0.217185057,0.145236578,0.350118084,0.827105472,0.003630681,0.064592133,0.671419798,0.443257729,0.519003581,0.124900318,0.821323563,0.982751561,0.152488858,0.242002158,0.103557032,0.82832126,0.541607257,0.958315908,0.305440527,0.954033269,0.897035864,0.02085299,0.613286579,0.639028438,0.823552662,0.535142469,0.751422497,0.85064222,0.337352469,0.309643332,0.421801991,0.795506467,0.147877658,0.789899356,0.917220614,0.116601401,0.028011974,0.070050679,0.201881587,0.691091377,0.906868484,0.146685463,0.125041242,0.944085802,0.96968765,0.883342736,0.057655329,0.3458503,0.816547867,0.034337092,0.241970679,0.141655922,0.293691418,0.320553588,0.271355895,0.474545963,0.771787883,0.325280731,0.442953512,0.194127915,0.736192298,0.192770045,0.520647243,0.940350739,0.239107275,0.317650768,0.654254908,0.422657635,0.295625576,0.875118888,0.091315498,0.244686642,0.747632596,0.580373682,0.641063066,0.426553359,0.339801094,0.792791,0.240807351,0.72571294,0.110905322,0.545051194,1
sample_84,0.233983943,0.070184108,0.6889154,0.715055431,0.087315204,0.806170288,0.52613234,0.80475022,0.460249855,0.839350602,0.157420432,0.40223694,0.971445157,0.871869346,0.510487493,0.23783858,0.335977571,0.17986716,0.145138682,0.77954598,0.601274323,0.539902566,0.807176184,0.971875941,0.776700353,0.57778092,0.468864688,0.219434558,0.608588279,0.876371684,0.84058194,0.564925522,0.925678339,0.687395912,0.895840095,0.854935313,0.575228824,0.284422204,0.094867687,0.794098231,0.424880763,0.409002191,0.880467458,0.264456638,0.277620778,0.633614798,0.141607277,0.079803026,0.020708633,0.791130673,0.562484252,0.953249995,0.409953563,0.721318708,0.631184122,0.074782899,0.2273616,0.802764137,0.152188437,0.567963806,0.20656002,0.019536538,0.969600247,0.20386111,0.139162876,0.728667733,0.718523747,0.033416408,0.648482037,0.148186107,0.74805153,0.47495766,0.257592471,0.493344526,0.240249693,0.152046341,0.539675666,0.713125882,0.654161729,0.73880377,0.180050016,0.643663654,0.055941734,0.935061205,0.310292798,0.221179439,0.624561193,0.319191485,0.484571654,0.394539901,0.305758325,0.865224215,0.600579604,0.580211527,0.657725852,0.635879649,0.798013737,0.218295106,0.989280499,0.537017433,1
sample_85,0.418200164,0.553430564,0.750280208,0.623329699,0.948074952,0.359536967,0.781804459,0.367112336,0.61424785,0.100881495,0.513802117,0.797941137,0.052107817,0.171932359,0.171778673,0.487248724,0.256056141,0.880397835,0.629792386,0.34084677,0.535687854,0.920407123,0.070431279,0.450606944,0.284410542,0.711094089,0.822075121,0.651760118,0.394813032,0.557633634,0.470418277,0.977542517,0.113942042,0.908517383,0.460851769,0.557489607,0.138994641,0.067063315,0.419580943,0.905650471,0.057552203,0.691027182,0.484021026,0.641027863,0.872929643,0.732390629,0.763386837,0.632430164,0.944178461,0.782939161,0.026227798,0.661061959,0.080746971,0.562655903,0.915081723,0.573294249,0.072890917,0.769210005,0.876534743,0.67592167,0.437552836,0.967811727,0.4060478,0.890694112,0.859858005,0.674301997,0.24865185,0.682583331,0.266467245,0.71408132,0.55735625,0.134395364,0.484611181,0.874020483,0.026274485,0.113812623,0.119526339,0.3049199,0.795779302,0.182457414,0.142343602,0.8582759,0.659875176,0.615918199,0.983306633,0.474514285,0.714405832,0.017088348,0.051777067,0.635175973,0.434819496,0.90383674,0.556831563,0.709384822,0.143256037,0.917321032,0.063705232,0.180257499,0.576868901,0.719060805,1
sample_86,0.757244556,0.391982626,0.32579792,0.269248617,0.559223189,0.594199912,0.151416247,0.058280398,0.196563998,0.476756451,0.765290432,0.161397192,0.66411953,0.716725555,0.163457267,0.362432267,0.540653422,0.246629695,0.572532407,0.890541357,0.74473015,0.059242798,0.021546789,0.479683921,0.117160459,0.192901107,0.419131758,0.916286151,0.320107904,0.942681841,0.186465811,0.277846138,0.225542139,0.305354014,0.67568209,0.557059141,0.029920553,0.588116452,0.075642784,0.041151582,0.947746634,0.598315049,0.125599206,0.112435709,0.942385509,0.029167628,0.629925137,0.982704475,0.659171721,0.485658502,0.590393532,0.075197623,0.389243529,0.407868697,0.999481027,0.194584166,0.235018795,0.726773919,0.655726095,0.562238184,0.066286377,0.865400679,0.982173969,0.310482666,0.909281465,0.334382341,0.06583145,0.512516645,0.745794642,0.540403937,0.981806219,0.585203442,0.793990001,0.165765662,0.474930759,0.912055464,0.466067731,0.288107243,0.567291292,0.722117306,0.481532757,0.602989659,0.218094368,0.305700703,0.114895655,0.106714527,0.677858213,0.862248152,0.04661278,0.518340038,0.253613736,0.84234793,0.149290628,0.495493586,0.49727833,0.424824311,0.916242903,0.328609866,0.058337767,0.682874131,0
sample_87,0.315023024,0.643244862,0.597403399,0.14900992,0.608527144,0.586626827,0.405451988,0.908825757,0.052830689,0.587808315,0.173789907,0.857704304,0.418324522,0.542231505,0.450735582,0.166986509,0.294583872,0.181995803,0.349417464,0.722284387,0.296121802,0.782909798,0.870450063,0.33701116,0.706957731,0.152711659,0.182857058,0.222222038,0.782127774,0.878146074,0.368534478,0.107917641,0.806529452,0.423341352,0.226153531,0.79868435,0.58243799,0.146056473,0.687584557,0.616976473,0.789875606,0.585995481,0.496668647,0.448978767,0.296286505,0.940813695,0.468621098,0.811317184,0.658662944,0.954605766,0.362469777,0.445492249,0.999005689,0.699965571,0.537252671,0.267675572,0.089385499,0.724996713,0.275924382,0.387348894,0.186171694,0.532454253,0.224241969,0.056872119,0.293818823,0.50765195,0.243393519,0.797408945,0.417196224,0.399464846,0.060590313,0.79043504,0.758907133,0.686624839,0.977531097,0.228734182,0.817527859,0.110639344,0.712486558,0.155438771,0.356457942,0.35002467,0.064457594,0.528992192,0.964887135,0.503266014,0.920686651,0.202887567,0.002348826,0.428839746,0.422988327,0.869836218,0.004744303,0.626709327,0.81161123,0.301807719,0.295568144,0.998713599,0.614956566,0.143895494,0
sample_88,0.084024459,0.652506014,0.29225624,0.082929898,0.912783664,0.113965211,0.66477614,0.512299525,0.662838378,0.781181564,0.125269613,0.292240622,0.564766353,0.305987711,0.986803265,0.171530197,0.672443764,0.25968098,0.733298191,0.417456487,0.726035677,0.563714135,0.482867248,0.220569465,0.205195749,0.241766621,0.83861808,0.013728432,0.885600849,0.024974108,0.770663242,0.941778222,0.684586924,0.182475982,0.600811536,0.475993074,0.557467671,0.969220059,0.715462718,0.560249369,0.982708074,0.720386741,0.430232633,0.703587721,0.905647013,0.083185099,0.888812289,0.697495312,0.352342215,0.097557056,0.646689075,0.983163364,0.64089194,0.793696793,0.586144588,0.032601454,0.510579187,0.512799356,0.65672337,0.224178621,0.357381254,0.260698101,0.537313241,0.26568269,0.246518359,0.313588592,0.986953146,0.464615186,0.983323124,0.752452831,0.913870388,0.644098346,0.547806534,0.440441179,0.244141223,0.176850507,0.541912868,0.668131367,0.144747589,0.861390562,0.676863288,0.866476612,0.116518417,0.95680939,0.403655986,0.445278437,0.063449568,0.852612912,0.690666626,0.409486664,0.718919893,0.303520985,0.551953577,0.326850612,0.003831895,0.162071254,0.304874685,0.013390494,0.894022963,0.215047558,0
sample_89,0.114242677,0.182959884,0.243978723,0.258001907,0.547452065,0.286335985,0.158590919,0.371399015,0.338235233,0.805307204,0.784349137,0.81516281,0.684818399,0.667953375,0.647039382,0.664328392,0.369723154,0.612218254,0.876475819,0.688622012,0.056776942,0.916706895,0.73891772,0.673478013,0.851639264,0.238875877,0.466730881,0.093926672,0.000619089,0.158358287,0.916366685,0.771532713,0.762435652,0.561443771,0.226807671,0.704072964,0.115732215,0.536748187,0.37551271,0.835700822,0.053483902,0.747036034,0.116177862,0.069763213,0.859665997,0.479561031,0.922559302,0.676066746,0.28859872,0.36490625,0.824035869,0.254774682,0.598704246,0.051727868,0.650487534,0.141855645,0.361504916,0.242204661,0.572878424,0.00749647,0.03879793,0.863559889,0.675876615,0.023048985,0.913997341,0.37290476,0.072039377,0.252188093,0.090082712,0.357542984,0.543062428,0.397360547,0.535374621,0.788448531,0.257739577,0.289756137,0.411520422,0.734877747,0.375275163,0.252055406,0.358269596,0.347191163,0.787404898,1.42E-05,0.933422816,0.046208845,0.875208223,0.559063076,0.777595928,0.562770357,0.919684108,0.497840463,0.985989479,0.365419564,0.462532495,0.104523309,0.54474588,0.123185372,0.703143017,0.498409182,0
sample_90,0.034799987,0.832983254,0.884964388,0.509681889,0.820734806,0.476110093,0.136602463,0.175691873,0.257770992,0.730803584,0.241031283,0.834310493,0.587031453,0.093409573,0.118880945,0.530086636,0.627594948,0.975609868,0.800961306,0.545303139,0.316528869,0.083492595,0.317458363,0.009301516,0.679733532,0.07116985,0.701530289,0.022717553,0.559757964,0.418157804,0.430222273,0.631488724,0.588268737,0.57890215,0.587858043,0.005429458,0.834034761,0.90097363,0.529441236,0.575091196,0.098038777,0.375893902,0.330385539,0.149035485,0.008198536,0.878755079,0.815794913,0.38410809,0.430158588,0.385433863,0.194501689,0.958035554,0.104154675,0.150000558,0.447499936,0.244132197,0.80032868,0.189212466,0.842944266,0.425420957,0.304878345,0.733633805,0.823450823,0.056061032,0.901485803,0.575355067,0.837710103,0.208508246,0.938588238,0.764147178,0.447023432,0.95815265,0.823573171,0.477440366,0.368318076,0.535415195,0.781464784,0.785496278,0.536606311,0.030490462,0.263670935,0.033990977,0.937584559,0.759899666,0.872034191,0.816102248,0.685162551,0.541916683,0.219946705,0.679507249,0.587316534,0.346757894,0.360376032,0.751328865,0.989317676,0.437921839,0.970448252,0.45699275,0.576084232,0.014199653,0
sample_91,0.480840479,0.975036176,0.035185474,0.265081809,0.306058154,0.731578204,0.714894956,0.155868862,0.146968646,0.616828307,0.69779669,0.685199173,0.339546909,0.792058072,0.442120569,0.834935123,0.246289766,0.642603779,0.309389428,0.481057402,0.035324766,0.91095801,0.213152654,0.487896826,0.842787179,0.907159193,0.045244339,0.516208581,0.355077533,0.378234802,0.761148506,0.55761762,0.0073971,0.192223081,0.89267291,0.202574683,0.008954657,0.437448742,0.123539015,0.229948177,0.93107159,0.866173197,0.245624689,0.293735609,0.455182139,0.471052732,0.862017998,0.683983318,0.759343463,0.833969478,0.93048822,0.07769447,0.998367365,0.453162817,0.324798082,0.579522951,0.307338145,0.687383878,0.560672643,0.875722206,0.067392812,0.988453516,0.102699072,0.1398976,0.508764029,0.470723529,0.740696501,0.630776238,0.00290881,0.377914317,0.679902595,0.247729074,0.302258533,0.649329249,0.519515091,0.92852646,0.979742556,0.437103689,0.444680602,0.554667553,0.884841947,0.228536608,0.756345795,0.579880857,0.127641278,0.841393668,0.340978578,0.731248212,0.042558767,0.305805158,0.257679652,0.589476344,0.513354247,0.223223259,0.559295643,0.025794819,0.82336701,0.256813333,0.763450609,0.29716507,0
sample_92,0.808079425,0.163428683,0.501836402,0.723046656,0.072118606,0.203378543,0.117686113,0.657332086,0.023017842,0.940382667,0.336329904,0.813117601,0.19763495,0.816302316,0.802234313,0.9333956,0.185269294,0.846581505,0.274161082,0.354902007,0.235356161,0.042957483,0.881551502,0.352444555,0.487833959,0.681084908,0.065165991,0.810409986,0.729444163,0.798100938,0.549785119,0.813572347,0.80222718,0.678438691,0.808664681,0.631025093,0.773478476,0.213347221,0.966441888,0.555355134,0.06229859,0.945511188,0.918235678,0.035455714,0.428454015,0.768766163,0.995548982,0.992280504,0.908573509,0.887806367,0.801859829,0.366981156,0.828391465,0.189209068,0.518504134,0.098232701,0.220675348,0.383031457,0.001816055,0.921364522,0.39277093,0.083961013,0.096991065,0.552892246,0.714898235,0.129735135,0.987258061,0.082914634,0.681493474,0.953254698,0.470045532,0.218409217,0.096172101,0.393379703,0.89187706,0.682651706,0.423275388,0.660684549,0.269658722,0.8137716,0.634515807,0.778387751,0.665203541,0.827177682,0.343883112,0.471479231,0.42739333,0.210738978,0.878025134,0.649607447,0.571759452,0.973570546,0.862937451,0.161367513,0.758246735,0.260523844,0.434302271,0.67422146,0.196917733,0.791351094,1
sample_93,0.703037148,0.79049577,0.368345641,0.400985623,0.951541719,0.179116191,0.053490155,0.166311393,0.071712492,0.192272585,0.820422506,0.533860866,0.980890832,0.425077855,0.750365754,0.696303587,0.00669115,0.68367109,0.00897419,0.413188898,0.122322425,0.320743095,0.259692593,0.198214617,0.435571699,0.233261635,0.329661483,0.705285624,0.52039994,0.411752697,0.586331553,0.043558608,0.305773647,0.907232958,0.555949594,0.563572804,0.152881315,0.209579258,0.203031403,0.779030481,0.017874747,0.681498075,0.696249756,0.932700487,0.948911574,0.647251848,0.5515107,0.373659321,0.265946578,0.444091392,0.97901646,0.934700096,0.120578696,0.129873459,0.704822051,0.65898941,0.855187616,0.75107884,0.055785244,0.471346557,0.627582995,0.816625995,0.873727435,0.869102522,0.516613973,0.19906242,0.07643787,0.425494946,0.827538064,0.689251036,0.323060364,0.193310473,0.282542619,0.065006916,0.298625078,0.941509748,0.905074604,0.749236689,0.429936378,0.48486371,0.906064193,0.618849487,0.458610708,0.163060495,0.302003437,0.181844866,0.417425684,0.533407976,0.698593343,0.204578866,0.048124758,0.965631415,0.882481078,0.468891753,0.679372926,0.680468093,0.229806564,0.462851868,0.554290607,0.776815867,0
sample_94,0.207470084,0.197715921,0.64754206,0.908939569,0.276158372,0.423356812,0.04898035,0.630960784,0.959992759,0.751738632,0.412978514,0.191357677,0.351483404,0.178219712,0.020376093,0.571741902,0.183966929,0.276557696,0.402598704,0.222279103,0.88389333,0.362142665,0.228382847,0.212350455,0.347240187,0.088629415,0.750596247,0.169525101,0.590449304,0.445163681,0.355211186,0.513968053,0.369590835,0.370414994,0.843103376,0.28557327,0.877186007,0.372540629,0.837739738,0.20636858,0.644550609,0.226064021,0.256858837,0.894685021,0.870077739,0.972479362,0.245604302,0.937383163,0.322287419,0.371070989,0.577972802,0.917619482,0.073193503,0.844962052,0.530781834,0.457986871,0.89742457,0.249351733,0.358142534,0.673416964,0.827160598,0.018501273,0.383946756,0.659824466,0.43771862,0.451421388,0.792317987,0.674940374,0.7727557,0.940699426,0.442232566,0.518489985,0.32254897,0.950392863,0.17768022,0.522434723,0.016007705,0.599114735,0.414522252,0.680344842,0.444920346,0.142592276,0.16818372,0.347511883,0.323705427,0.587761678,0.51802316,0.62513333,0.980677068,0.671560709,0.46692446,0.759777688,0.851151292,0.516798875,0.052501319,0.235828709,0.69328062,0.775493835,0.389413013,0.952262176,0
sample_95,0.515906678,0.181679158,0.494109245,0.227719374,0.010585994,0.649561849,0.193584382,0.486281812,0.807384778,0.493256038,0.48669442,0.129556058,0.302369771,0.376485251,0.523301165,0.052949242,0.940937547,0.844171897,0.775673786,0.311528025,0.99257444,0.067283026,0.518308922,0.583175793,0.772229352,0.445991979,0.905635791,0.125395048,0.381480696,0.314209753,0.252882,0.50459709,0.559253942,0.307482615,0.89989903,0.013467491,0.270288117,0.844286154,0.531699506,0.688548949,0.057482067,0.633028741,0.819876827,0.583797222,0.069638206,0.568978339,0.477205611,0.991239968,0.890085261,0.440213407,0.585435369,0.612780385,0.679842149,0.639340895,0.238410121,0.862519258,0.401081361,0.953065257,0.315431132,0.313063393,0.282235894,0.763612973,0.508049887,0.091546141,0.00857404,0.543375152,0.676793524,0.414687761,0.022021611,0.63296161,0.398968159,0.023860951,0.569999106,0.901108316,0.996587475,0.420608883,0.589982578,0.47299955,0.431052507,0.064369719,0.824981641,0.649486104,0.309734273,0.5212464,0.739245529,0.098480328,0.887893964,0.379633889,0.572910114,0.918112985,0.849720292,0.80260519,0.81657635,0.680146924,0.631127241,0.572140823,0.513254329,0.683497186,0.851393504,0.512153523,0
